alpha,gen_error
0.0,0.38790104430716293
0.0333333333,0.3863906533072164
0.0666666666,0.3873364436237081
0.0999999999,0.386496188506728
0.1333333332,0.387630446654175
0.1666666665,0.3853618503105733
0.1999999998,0.37943140255793223
0.2333333331,0.3714551620391603
0.2666666664,0.36006952922175506
0.2999999997,0.34930170951738093
0.333333333,0.3367345044354671
0.3666666663,0.31950025703925283
0.3999999996,0.29281596862582837
0.4333333329,0.26521979324409845
0.4666666662,0.2290801256030667
0.4999999995,0.18290987814475676
0.5333333328,0.14144536786699358
0.5666666661,0.10963932437731191
0.5999999994,0.0936929839179832
0.6333333327,0.07715788296286483
0.666666666,0.06711189035625276
0.6999999993,0.06360388166891703
0.7333333326,0.05551124290970098
0.7666666659,0.05330829745085989
0.7999999992,0.04656697225578734
0.8333333325,0.0356888556706998
0.8666666658,0.0340239109828602
0.8999999991,0.029007817411543086
0.9333333324,0.025145068887988502
0.9666666657,0.021862992937828875
0.999999999,0.022229468220970116
1.0333333323,0.019576969782560738
1.0666666656,0.01603349633833476
1.0999999989,0.013089085091339284
1.1333333322,0.014110463791095977
1.1666666655,0.013135992909725659
1.1999999988,0.011976056729573272
1.2333333321,0.009745228168693115
1.2666666654,0.01053714227412926
1.2999999987,0.008019017080927185
1.333333332,0.008888343947536076
1.3666666653,0.006059033363671119
1.3999999986,0.005518228610839268
1.4333333319,0.00680683566617868
1.4999999985,0.0060346083528966055
1.5333333318,0.005993042232254655
1.5666666651,0.005941566006420399
1.5999999984,0.006166936008723764
