alpha,gen_error
0.0,0.38584068980509423
0.1435844654940499,0.3876408148398787
0.1666666665,0.38454789707606957
0.177952755727559,0.3815758945621729
0.1892388449551181,0.3811320835794319
0.2005249341826771,0.3805979749418234
0.2118110234102362,0.37721783044395735
0.2230971126377952,0.37380490667693567
0.2343832018653543,0.37121406259291506
0.2456692910929133,0.3657106999012712
0.2569553803204724,0.3638358377418066
0.2682414695480315,0.35960432663659425
0.2795275587755905,0.35606962953239263
0.2908136480031495,0.35088494972835016
0.3020997372307086,0.34768913212212765
0.3133858264582677,0.34427178543855363
0.3246719156858267,0.3395096972758874
0.3359580049133858,0.3328785269080277
0.3472440941409448,0.327918777357772
0.3585301833685039,0.3226412222709399
0.369816272596063,0.3146880260390083
0.381102361823622,0.30840961048870524
0.3923884510511811,0.29898719572930843
0.4036745402787401,0.2882888092793014
0.4149606295062992,0.2793584296611381
0.4262467187338583,0.26861881302662505
0.4375328079614173,0.25824729489893894
0.4488188971889763,0.24527171772474418
0.4601049864165354,0.2336452346892588
0.4713910756440945,0.21906621150988234
0.4826771648716535,0.20945321463844616
0.4939632540992125,0.19416057999486325
0.5052493433267716,0.18132685281475883
0.5165354325543308,0.16791831962383366
0.5278215217818898,0.15657381586601282
0.5391076110094488,0.14346211065361839
0.5503937002370078,0.13287186188817618
0.5616797894645669,0.12263254944014898
0.5729658786921259,0.11221636013706415
0.5842519679196849,0.10419904869696875
0.5955380571472441,0.09661349337159701
0.6068241463748032,0.08979965040392879
0.6181102356023622,0.08333090504658165
0.6293963248299212,0.07879257833064628
0.6406824140574803,0.07378605377235947
0.6519685032850393,0.06977693469925303
0.6632545925125983,0.06592429257910414
0.6745406817401574,0.06259183071843463
0.6858267709677166,0.0604014296537639
0.6971128601952756,0.057793388914249254
0.7083989494228347,0.05573553873942515
0.7196850386503937,0.053213477833721455
0.793646302451566,0.04588916125024164
0.7999999992,0.04561938247923443
0.8062992117921259,0.04541638060482901
0.8125984243842519,0.043902184544009216
0.818897636976378,0.04420705612289848
0.8251968495685039,0.0445122703550575
0.8314960621606299,0.044035387373336114
0.8377952747527558,0.04412468353950458
0.8440944873448819,0.043489229025273045
0.8503936999370079,0.04303831465786967
0.8566929125291338,0.04274964367063682
0.8629921251212598,0.04300648422470086
0.8692913377133858,0.042423435267598286
0.8755905503055118,0.04217312981926018
0.8818897628976378,0.041885991397949025
0.8881889754897637,0.041969787371761186
0.8944881880818898,0.04132009423007102
0.9007874006740156,0.04099237872130738
0.9070866132661416,0.04126740704461748
0.9133858258582676,0.04099794786675874
0.9196850384503936,0.04117300502488101
0.9259842510425196,0.04107422921461487
0.9322834636346456,0.04082372040860178
0.9385826762267716,0.04066322195602095
0.9448818888188976,0.04012414781842062
0.9511811014110236,0.03973187189910471
0.9574803140031496,0.040143575376964225
0.9637795265952755,0.03953982113651055
0.9700787391874016,0.03996582633075783
0.9763779517795276,0.03916503389726619
0.9826771643716536,0.039289674952103865
0.9889763769637796,0.03884175020453912
0.9952755895559054,0.039249034187832064
1.0015748021480315,0.03958857415310326
1.0078740147401577,0.038375193694826684
1.0141732273322834,0.03856992046449379
1.0204724399244094,0.03854411904334857
1.0267716525165351,0.03785616841720672
1.0330708651086613,0.03881854446703799
1.0393700777007877,0.03803217379552121
1.0456692902929134,0.03726093222527463
1.0519685028850394,0.037716535990198
1.0582677154771654,0.037635231005175636
1.064566928069291,0.03757269411516977
1.0708661406614173,0.037372057226056216
1.0771653532535432,0.03725205955316083
1.0834645658456692,0.037390902834446335
1.0897637784377951,0.03698008900287155
1.096062991029921,0.03654568697715004
1.102362203622047,0.036929642689711654
1.1086614162141732,0.03685723783911647
1.1149606288062992,0.03674725029856355
1.1212598413984252,0.03608902069522597
1.1275590539905511,0.03699741389395128
1.133858266582677,0.03633849627762587
1.140157479174803,0.03591186913479125
1.1464566917669292,0.035772392472144914
1.1527559043590552,0.036268859676423175
1.1590551169511811,0.03601400892930736
1.165354329543307,0.03636332024901757
1.171653542135433,0.03582257801002794
1.177952754727559,0.03547389612296822
1.184251967319685,0.03544031206400114
1.190551179911811,0.03532805990591183
1.1968503925039369,0.0354891651299454
1.2031496050960628,0.035568421204229685
1.2094488176881888,0.0351333105660703
1.215748030280315,0.03475190830633088
1.222047242872441,0.035666549821965446
1.2283464554645669,0.03547013358987668
1.2346456680566928,0.03467029991920774
